# Program:featureCounts v2.0.4; Command:"/media/secondary/apps/subread-2.0.4-Linux-x86_64/bin/featureCounts" "-a" "../1_refs/Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-s" "2" "-T" "6" "-p" "-o" "allSamples.featureCounts.txt" "RNA_S6614Nr10.bam" "RNA_S6614Nr11.bam" "RNA_S6614Nr12.bam" "RNA_S6614Nr13.bam" "RNA_S6614Nr14.bam" "RNA_S6614Nr15.bam" "RNA_S6614Nr16.bam" "RNA_S6614Nr17.bam" "RNA_S6614Nr18.bam" "RNA_S6614Nr1.bam" "RNA_S6614Nr2.bam" "RNA_S6614Nr3.bam" "RNA_S6614Nr4.bam" "RNA_S6614Nr5.bam" "RNA_S6614Nr6.bam" "RNA_S6614Nr7.bam" "RNA_S6614Nr8.bam" "RNA_S6614Nr9.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_S6614Nr10.bam	RNA_S6614Nr11.bam	RNA_S6614Nr12.bam	RNA_S6614Nr13.bam	RNA_S6614Nr14.bam	RNA_S6614Nr15.bam	RNA_S6614Nr16.bam	RNA_S6614Nr17.bam	RNA_S6614Nr18.bam	RNA_S6614Nr1.bam	RNA_S6614Nr2.bam	RNA_S6614Nr3.bam	RNA_S6614Nr4.bam	RNA_S6614Nr5.bam	RNA_S6614Nr6.bam	RNA_S6614Nr7.bam	RNA_S6614Nr8.bam	RNA_S6614Nr9.bam
tT(AGU)J	X	59100	59172	-	73	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0
YJL047C-A	X	349044	349178	-	135	35	34	52	68	64	58	89	89	87	129	125	296	93	33	112	78	168	88
tD(GUC)J2	X	355456	355527	+	72	0	0	1	1	0	3	2	0	0	0	5	0	0	2	2	1	0	0
YJL222W-B	X	9346	9483	+	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR076C	X	575354	576601	-	1248	2027	2989	2661	2579	2015	2737	2525	2821	2546	4080	2984	7660	4321	1420	3459	2943	5024	2768
YJL217W	X	23133	23729	+	597	474	631	352	657	553	508	297	581	385	1038	1391	2476	757	501	1188	452	1759	699
YJR059W	X	545787	548243	+	2457	3532	4686	3631	4982	3387	3355	2842	5024	3876	6639	6905	12677	4789	1597	6526	4116	8718	3641
YJR124C	X	652892	654238	-	1347	337	1010	802	1488	388	954	1336	1065	925	1031	700	1602	1410	427	769	1189	1194	942
YJL143W	X	147101	147577	+	477	1120	1805	1623	2242	1287	1742	1846	1622	1411	2285	1970	4816	2447	1067	2398	1901	3529	1537
YJL059W	X	324964	326190	+	1227	806	1744	1697	1573	1010	1470	1511	1944	1716	1725	1995	3078	1801	667	2242	2078	2437	1817
YJR078W	X	578860	580221	+	1362	21	97	43	128	66	85	46	72	52	54	111	202	68	39	99	49	145	51
tM(CAU)J2	X	422937	423009	+	73	61	65	74	23	91	88	68	88	110	80	105	26	56	86	55	137	85	76
YJL207C	X	41389	47433	-	6045	1639	1840	1354	1998	1527	1734	1978	2691	2120	2418	2145	4714	2739	1061	1908	2078	2175	1449
YJL144W	X	146359	146673	+	315	1804	2588	3346	1833	1259	3307	1142	1905	1929	2944	1967	13441	3343	583	5617	1677	4514	3507
YJL125C	X	185528	186679	-	1152	401	650	479	803	404	681	774	672	674	1093	494	1595	1280	309	601	772	880	638
YJL198W	X	60844	63489	+	2646	904	1448	1444	2035	614	1548	2118	1670	1812	2404	1338	3422	2650	552	1726	2452	2394	1784
tD(GUC)J1	X	204735	204806	+	72	4	12	9	4	9	9	7	10	16	10	14	6	9	10	7	8	4	10
YJL122W	X	189716	190243	+	528	131	327	222	694	172	355	482	514	447	605	235	770	696	139	242	471	465	393
YJL007C	X	422698	423012	-	315	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
YJL225C	X;X	466;4970	4581;6130	-;-	5277	35	82	51	103	27	45	49	44	33	90	102	253	77	14	145	94	152	66
YJL211C	X	36757	37200	-	444	10	20	12	29	12	5	4	8	3	12	36	39	5	3	17	14	23	2
YJR073C	X	572315	572935	-	621	6857	17802	16675	11071	10193	15240	6841	8314	9251	18859	22951	52346	24095	15022	29285	13687	34040	21014
YJR143C	X	698326	700614	-	2289	3050	7051	6690	6528	2646	6875	6598	7693	7228	6963	5416	11917	7701	2027	7796	8557	9584	7382
YJL131C	X	164278	165348	-	1071	784	1085	581	844	840	696	652	962	872	1402	1992	2321	1131	664	1319	892	2007	839
YJL177W	X;X	90786;91412	91094;91657	+;+	555	4067	10181	8673	13101	4379	10118	12250	11705	9983	16932	9723	28372	19043	4492	11532	14130	16685	12123
YJR032W	X	491081	492262	+	1182	893	1061	674	1014	966	919	976	1004	1032	1445	1061	2360	2111	672	1041	1098	1353	864
YJR151C	X	712255	715740	-	3486	243	274	208	368	230	180	263	414	190	315	430	652	318	116	354	319	566	206
YJR024C	X	470230	470964	-	735	2402	2986	2899	2204	3092	3446	3123	2291	3236	3333	2298	5325	3991	2317	2663	2877	3676	2557
YJL140W	X	150961	151626	+	666	15130	13858	11403	11190	22922	13663	15422	11990	16538	10624	13695	17599	15472	13958	9122	13365	16359	9338
YJR068W	X	567643	568704	+	1062	1551	2422	1624	2547	1655	1903	2192	2199	1814	2581	2068	4753	3533	1365	2024	2273	3189	1584
YJR017C	X	466521	467033	-	513	710	1655	1182	2325	708	1137	1240	1570	1013	2491	1912	4691	2297	628	2233	1430	2922	1612
YJR058C	X	544732	545175	-	444	2690	3175	2029	2448	3019	2213	2098	2135	2057	2527	3336	4320	3067	2438	2464	2204	4301	1717
YJR101W	X	618234	619034	+	801	1728	1645	1194	1351	2033	1556	1261	1201	1706	2110	1554	4328	2695	1550	1796	1398	2374	1398
YJL026W	X	392404	393603	+	1200	3884	7692	3458	8974	2755	3587	3211	4942	2879	6413	5875	12495	6590	2143	5652	4005	8073	3725
YJL096W	X	246490	246975	+	486	5901	4577	3486	2466	8566	4490	3772	2744	5007	3560	4567	7346	4985	5863	3222	3429	5313	2831
tM(CAU)J1	X	391043	391115	-	73	4	8	2	0	5	9	5	2	4	1	2	2	2	1	4	1	1	0
tR(CCU)J	X	538555	538626	+	72	25	26	34	17	17	28	8	12	22	12	23	15	5	21	3	16	26	20
YJR156C	X	728574	729596	-	1023	49	111	69	119	40	58	72	88	62	116	197	244	57	45	133	95	236	93
YJL063C	X	315759	316475	-	717	590	973	823	1054	618	751	813	1001	724	1630	1505	3356	1380	516	1646	962	2369	941
YJR159W	X	736044	737117	+	1074	2	0	5	4	0	0	2	2	0	4	6	4	2	4	0	2	6	4
YJR094C	X	604569	605651	-	1083	81	141	60	230	119	109	132	218	129	331	277	354	250	72	227	196	242	176
tG(GCC)J2	X	531828	531898	+	71	11	11	16	2	19	9	13	11	22	18	9	8	6	13	18	14	7	5
YJL028W	X	391311	391646	+	336	2	1	0	0	0	4	0	4	2	0	3	4	0	0	0	2	5	0
YJL101C	X	234320	236356	-	2037	1868	2352	2007	1698	1626	2693	1408	2189	2986	2945	1954	7236	3473	1264	2499	2244	2830	2490
YJL056C	X	330431	333073	-	2643	401	729	478	916	555	519	689	921	617	664	839	1503	1063	356	846	933	1305	734
tY(GUA)J1	X;X	354244;354297	354282;354332	+;+	75	26	25	19	11	28	29	22	15	28	23	31	24	9	33	19	15	25	26
YJR041C	X	510239	513763	-	3525	231	437	266	769	142	366	492	559	453	661	326	793	604	172	311	460	406	386
YJL080C	X	285558	289226	-	3669	1354	2467	1802	2538	1202	1937	2255	2650	2003	3617	2239	7213	4509	871	2428	2731	3367	2295
YJR091C	X	595061	598336	-	3276	4010	4173	3182	4228	2450	2697	3598	4950	3434	4679	5418	9346	4036	1307	5086	4665	7761	2485
YJR013W	X	460382	461593	+	1212	1126	2188	1631	1826	1287	1457	1746	2088	1697	1829	2401	3078	2109	1062	2079	2152	3272	1813
YJL222W	X	11475	16124	+	4650	26	31	22	33	33	36	42	58	43	55	92	148	86	34	38	39	118	42
YJL121C	X	190374	191090	-	717	949	1865	1596	2141	754	1677	1752	1712	1418	3149	1850	5985	3307	664	2648	2139	3444	2029
YJL138C	X	153504	154691	-	1188	3411	5573	4318	7214	2890	5701	6254	4825	4792	9292	4937	18524	15121	3001	5874	7132	9160	5345
YJR047C	X	524908	525381	-	474	132	352	108	1027	242	144	255	454	154	175	335	522	409	304	250	225	484	143
YJL151C	X	136372	136773	-	402	5229	10382	7911	10207	5834	6351	5134	8043	5129	7028	10611	16114	7103	4307	8982	6061	16030	5945
YJL057C	X	328118	330121	-	2004	2394	2095	1248	1506	2429	1329	1297	1891	1513	2201	3688	4378	2277	1648	2221	1573	4018	1240
YJL218W	X	21973	22563	+	591	118	160	87	114	129	119	60	105	105	169	179	263	169	133	177	99	257	137
YJR087W	X	586400	586750	+	351	73	134	126	131	94	163	92	114	113	192	220	420	148	82	179	117	236	133
YJL130C	X	165723	172367	-	6645	1661	2230	2241	4611	1617	2870	4735	4611	4130	4455	2143	10296	6580	988	3303	4946	4521	3527
snR190	X	139761	139950	-	190	124	72	43	90	417	108	65	60	41	169	98	214	46	155	156	72	103	76
YJL069C	X	310922	312706	-	1785	142	424	239	790	138	367	521	513	389	643	198	987	663	151	307	410	527	416
YJL045W	X	356024	357928	+	1905	44	26	45	25	66	44	29	30	60	42	76	96	58	78	57	42	77	31
YJL091C	X	261080	262552	-	1473	2133	3138	3008	2216	2306	3127	2472	2623	3015	3359	2818	5337	2974	1285	3770	3124	3244	3010
YJL033W	X	383837	386149	+	2313	214	342	214	629	135	337	410	313	367	618	214	958	774	143	358	402	461	327
YJR122W	X	649776	651269	+	1494	601	818	650	992	598	595	930	941	768	1657	1249	3133	1239	395	1601	1090	1902	962
YJL041W	X	365903	368373	+	2471	1427	2261	1456	3006	1480	1536	2418	2558	1949	2877	2699	5678	3875	1075	2250	2813	3674	1871
tR(UCU)J1	X	355374	355445	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL065C	X	315054	315557	-	504	727	1179	914	1486	737	951	1119	1230	850	2000	1521	3457	1924	605	1872	1194	2695	1215
YJR148W	X	705744	706874	+	1131	1274	1446	1008	1382	833	933	597	945	706	2040	2741	4904	1779	925	2731	1284	3658	1448
YJL123C	X	188004	189440	-	1437	2785	3326	2273	2997	2476	2994	2146	2714	2810	4614	3349	9541	4730	1533	4244	2695	5556	3063
YJL046W	X	352386	353615	+	1230	1262	1196	562	1041	1569	722	970	1121	932	1464	1554	2413	1652	970	1175	1197	1779	780
YJR123W	X	651901	652578	+	678	24493	46241	43235	49970	24084	53033	59679	47713	50591	76481	38191	136322	95223	23363	56233	66983	81117	53684
YJR118C	X	643490	644101	-	612	4068	5835	4108	4407	4463	4331	3778	4939	4106	4048	6849	6515	6142	4244	4006	4729	5557	3755
YJL071W	X	306132	307856	+	1725	1504	1809	1605	2928	2752	1788	3646	2577	2268	2919	2135	4075	3339	1432	2318	3078	3007	1833
YJR015W	X	462721	464253	+	1533	1954	3384	2790	2672	2033	2870	2440	3411	3022	3175	4136	6549	3548	2151	3810	3387	6075	3318
YJR102C	X	619157	619765	-	609	732	1074	468	652	818	617	550	737	644	1063	1204	1995	991	614	1082	602	1522	750
YJL004C	X	431589	432200	-	612	3153	3846	2979	3124	4231	3313	3607	3041	3800	2772	3778	4169	3756	3169	2669	3425	3833	2825
YJL155C	X	129285	130643	-	1359	2953	2535	1464	1793	2740	1582	1210	1864	1406	3033	3609	5299	1912	1272	3165	1503	3595	1572
YJL154C	X	131101	133935	-	2835	2166	2724	2167	2541	1761	1921	2286	2903	2467	3198	2906	6706	3713	1165	3041	2864	3742	2049
YJR107W	X	627340	628326	+	987	369	756	581	598	356	510	449	663	462	384	683	874	579	319	467	572	839	384
YJL035C	X	380249	381001	-	753	634	995	780	559	830	850	500	459	623	724	663	1956	673	561	1023	614	915	652
YJR089W	X	587718	590582	+	2865	567	892	592	1196	761	662	750	1118	752	888	886	1626	976	442	793	822	1194	652
YJL042W	X	361249	365445	+	4197	5106	9395	4796	7218	4821	4108	3324	11888	5179	4786	8974	22760	5111	2050	14058	5712	15779	4756
YJL169W	X	102099	102467	+	369	1	0	2	4	7	4	2	1	4	1	0	2	1	6	1	0	0	0
YJL115W	X	196287	197126	+	840	816	1308	1121	1542	702	1340	1019	1047	1241	1507	866	3046	1572	271	1278	1148	1610	1260
YJR003C	X	440994	442553	-	1560	824	1353	1022	1482	865	1334	1462	1494	1811	1496	1228	3380	2103	815	1325	1485	1589	1555
YJL116C	X	193860	194873	-	1014	23	88	77	341	42	66	73	60	40	96	69	186	138	30	134	102	119	68
YJL053W	X	335898	337037	+	1140	1252	1903	1016	1978	1291	1178	1179	1809	1285	2270	2127	4490	2260	885	1994	1613	3069	1324
YJL124C	X	187126	187644	-	519	1200	2484	1653	2670	1265	1965	2115	2401	1928	3267	2831	5950	3712	1115	2586	2275	4289	2256
YJR104C	X	622550	623014	-	465	8730	13204	9218	11218	7701	9336	8234	8243	7566	26112	18131	46731	23690	8250	20657	12291	24366	11853
YJL105W	X	225055	226737	+	1683	30	57	53	55	36	74	56	114	96	96	65	101	103	35	90	93	91	70
YJL215C	X	26412	26771	-	360	15	42	35	64	32	65	43	75	56	70	82	146	102	20	58	82	105	51
YJR070C	X	569621	570598	-	978	662	1096	1017	1830	407	1345	1681	1257	1373	2945	846	4153	2949	408	1441	1775	1903	1558
YJR097W	X	612413	612931	+	519	60	80	118	265	113	177	224	117	225	128	28	249	314	84	67	123	119	87
YJL126W	X	184501	185424	+	924	1815	2097	1216	1373	2966	1546	1534	1306	1470	1284	1838	2499	1777	2131	1213	1479	2197	1006
YJL214W	X	26887	28596	+	1710	254	237	149	146	395	218	201	202	203	187	374	295	289	273	186	221	365	153
YJL166W	X	106434	106718	+	285	46860	35301	29508	15194	53103	31952	20278	17315	26530	18912	29800	31562	20240	29058	21319	19293	24314	15996
YJL023C	X	397355	398398	-	1044	870	861	496	772	932	683	597	721	757	952	1101	1623	1071	630	750	723	1235	644
YJL094C	X	251821	254442	-	2622	2995	3819	3637	3221	2199	3023	2454	3481	2885	2497	3512	5557	2685	1247	3742	2645	4181	1973
YJR054W	X	536056	537549	+	1494	571	1162	762	1268	722	832	928	890	884	812	754	1394	1062	341	678	939	975	544
YJR141W	X	695906	696949	+	1044	2508	1958	1240	1663	3680	2012	2432	1370	2177	1728	1550	3448	3529	2710	1237	1605	2226	1143
YJL191W	X;X	73787;74205	73796;74611	+;+	417	1980	3693	3711	5534	2034	4011	4593	4008	3616	6442	3241	9834	7112	1739	4515	4983	6081	4182
YJR135C	X	676059	676778	-	720	1080	770	513	643	1522	616	798	465	711	795	753	1497	1305	1285	697	674	1025	393
YJL049W	X	345973	347325	+	1353	1767	1511	879	1409	2392	1274	1187	1607	1682	1604	2207	3174	2126	1476	1490	1281	2420	1160
YJR155W	X	727405	728271	+	867	268	512	380	959	435	414	745	628	361	500	488	1188	639	238	435	601	796	299
YJL109C	X	212000	217309	-	5310	457	817	504	1828	384	832	1174	1357	1110	1358	587	1874	1570	269	772	1128	1052	934
YJL013C	X	409493	411040	-	1548	924	1410	954	1278	1036	1142	1245	1429	1150	1905	1653	3594	1853	704	1596	1413	2417	1194
YJL141C	X	147967	150390	-	2424	3522	3374	2597	2408	2195	2197	1540	2510	2274	4852	4180	9713	2817	933	4869	2305	4861	2581
YJL133C-A	X	159623	159847	-	225	16210	28822	17238	45811	19965	25535	14827	23966	14762	22919	24877	35152	21533	8534	20914	14485	29304	19346
YJL178C	X	89282	90097	-	816	2352	5310	3523	4947	2425	3351	3481	4465	3457	4024	4877	7150	4329	2088	4561	4017	6876	3713
YJR022W	X	469784	470113	+	330	1902	1228	1024	704	2800	1475	1025	753	1295	1393	1400	2812	1611	1880	1167	1005	1706	882
YJL062W	X	317284	319776	+	2493	823	2307	2204	2259	955	1777	2219	2565	1975	2006	1921	3538	2074	730	2492	2605	3354	2132
YJL197C-A	X	65805	66086	-	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJL082W	X	281185	283380	+	2196	3375	6405	3618	5353	3188	2914	2707	5556	2683	4729	5419	14419	4815	1302	6742	3584	9200	3146
YJL120W	X	191022	191345	+	324	2	0	0	0	0	1	2	2	0	2	2	2	0	0	2	0	2	2
YJL098W	X	242082	245258	+	3177	279	521	336	1052	238	520	562	773	601	679	384	1253	766	159	506	384	622	471
YJL152W	X	136174	136533	+	360	0	23	7	7	2	7	6	6	4	7	14	38	7	5	29	10	29	9
YJR162C	X	744911	745261	-	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL196C	X	67850	68782	-	933	2136	5925	4298	5425	3340	4772	3977	7052	5179	5279	4645	11261	7570	2347	6739	5066	7630	6498
YJL003W	X	432644	433000	+	357	1072	1321	708	923	1268	958	794	939	931	1230	1416	2113	1254	812	1119	835	1576	839
YJL015C	X	407142	407426	-	285	8	2	0	2	4	2	12	6	6	38	9	30	10	13	17	4	4	9
YJL075C	X	298460	298876	-	417	2	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	2
YJR020W	X	468001	468333	+	333	19	34	24	14	18	9	25	10	21	20	30	89	50	11	60	32	45	32
YJL205C	X;X	50139;50412	50268;50443	-;-	162	1386	1445	897	924	1455	952	859	1164	997	1343	2150	1946	1283	1282	1133	976	2319	874
YJR113C	X	638232	638975	-	744	1030	1337	918	1350	969	952	942	970	812	1927	1535	4122	1462	714	1928	1037	2713	976
YJR111C	X	635855	636706	-	852	559	1043	634	3061	843	890	2604	1631	889	2883	1641	3531	3287	584	1296	2112	3093	1217
YJR055W	X	538772	539266	+	495	103	194	103	262	82	109	181	194	71	252	162	275	227	106	145	137	180	133
tY(GUA)J2	X;X	542956;543006	542991;543044	-;-	75	0	0	0	2	0	4	0	4	8	4	3	2	2	0	2	5	0	0
YJL148W	X	140437	141138	+	702	563	940	897	1296	901	1476	1685	945	1448	1643	566	2098	2912	1043	717	1275	977	1088
tS(AGA)J	X	524012	524093	-	82	56	68	60	22	85	60	48	37	70	51	74	39	17	55	53	51	72	47
YJL097W	X	245591	246244	+	654	1102	2547	2517	2277	1322	2557	2044	2322	2126	2718	2775	4040	2290	1095	3048	2626	3301	2605
YJL031C	X;X	386368;387436	387348;387438	-;-	984	5797	4858	3284	4027	7724	3973	4400	5114	4713	4094	7126	8028	5644	5031	3709	4345	7078	2996
YJR132W	X	669522	672668	+	3147	769	1303	793	1685	737	978	1304	1626	1038	1575	1420	2791	1956	561	1196	1737	1854	1033
YJL092W	X	257423	260947	+	3525	1608	1977	1449	1744	1582	1650	1743	1857	1556	2190	1705	3830	2941	838	1736	1899	2275	1337
YJL083W	X	278841	280655	+	1815	329	451	482	749	399	374	522	595	410	801	800	1400	645	200	692	589	961	376
YJL175W	X	94049	94561	+	513	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL225W-A	X	829	1311	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snR60	X	349130	349233	-	104	21	5	1	5	9	12	12	15	8	72	7	35	6	5	18	10	13	9
YJL102W	X	231301	233760	+	2460	878	965	443	544	767	426	491	1009	440	1073	1643	2038	932	587	1224	753	1965	500
YJL077W-A	X	294799	294885	+	87	275	612	354	472	325	461	591	659	427	828	746	1442	891	367	771	666	1180	659
YJL052C-A	X	337884	338003	-	120	0	0	0	1	0	0	0	0	0	0	0	5	0	0	2	0	2	1
YJR083C	X	582608	583537	-	930	527	784	567	686	659	633	666	839	676	1126	1147	1785	987	426	1003	829	1473	701
YJL128C	X	178097	180103	-	2007	1701	2142	1622	2409	1743	1645	1624	2037	1417	2574	2275	4772	2476	1063	2258	1897	3482	1531
YJR005C-A	X	448477	448758	-	282	3	5	8	6	6	3	2	16	6	6	19	22	2	6	5	4	20	2
YJR042W	X	514055	516289	+	2235	992	1430	1109	1892	1112	1300	1482	1702	1555	2169	1548	3710	2100	760	1544	1776	2178	1311
YJL209W	X	38005	39969	+	1965	558	1082	719	1225	812	876	961	1283	1048	1240	1333	2575	1388	544	1186	1054	1709	963
YJL087C	X	270002	272485	-	2484	383	491	332	724	480	451	615	698	502	773	668	1195	945	363	528	677	815	438
YJR127C	X	658917	663059	-	4143	1656	2502	2082	2879	1619	2289	2171	3358	2803	3655	3553	8493	3665	1036	3860	2995	4445	2693
YJL210W	X	36919	37734	+	816	1148	1460	1415	1590	1069	1218	1280	1734	1469	2575	1946	4590	2060	713	2634	1555	3315	1618
YJR134C	X	673729	675852	-	2124	2142	2751	1560	2153	2490	1929	1800	2279	1970	2358	2913	4897	3257	1545	2033	2126	3406	1690
YJL076W	X	295245	298814	+	3570	1629	2878	2276	3314	1541	2465	3074	3567	2697	3492	3031	7290	4169	1136	2912	3755	4692	2547
YJR027W	X	472760	478028	+	5269	1352	2298	1298	4092	1359	1187	3313	3676	1864	3096	4622	7626	4870	1684	3249	4903	7239	2171
YJL113W	X	198678	203325	+	4648	471	343	173	433	484	220	422	493	365	402	586	883	561	386	345	428	563	270
YJR026W	X	472760	474082	+	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR028W	X	478344	479666	+	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL114W	X	197915	198595	+	681	40	23	13	19	49	9	24	38	32	45	24	72	19	19	39	40	37	11
YJR029W	X	478344	483612	+	5269	1109	2184	1132	3934	1338	1615	2973	3334	1948	2698	4302	6677	3656	1885	3247	4294	5957	1932
YKL103C	XI	246138	247682	-	1545	1319	1884	1034	1874	1696	1443	1056	1955	1621	3495	3982	8829	2678	1424	4016	1624	5281	1974
tL(UAA)K	XI	84208	84291	+	84	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL131W	XI	194478	194999	+	522	2	6	7	2	4	5	6	2	0	2	5	9	2	4	6	0	1	2
tV(AAC)K1	XI	308144	308217	-	74	1	3	1	0	0	3	2	0	0	0	0	6	2	1	2	0	1	2
tT(CGU)K	XI	46735	46806	-	72	216	226	253	69	267	159	97	109	211	69	164	31	14	105	64	63	111	58
snR69	XI	364776	364876	+	101	6	8	8	6	7	0	16	12	7	23	5	20	7	2	15	16	17	17
YKR004C	XI;XI	446799;447811	447706;448036	-;-	1134	868	1061	750	959	1005	799	880	1041	905	1338	1822	1997	1358	825	1024	1117	1186	782
YKR092C	XI	612665	613885	-	1221	599	933	832	1876	460	1264	1583	1207	1366	2017	781	2782	2528	457	1032	1460	1331	1260
YKL002W	XI;XI	437778;437906	437837;438544	+;+	699	2394	3484	2383	3779	2543	2256	2590	3667	2267	3674	4628	6734	3781	1861	3395	2756	5872	2753
tA(AGC)K1	XI	219895	219967	+	73	6	4	2	3	9	3	7	1	3	1	6	1	5	5	1	0	2	3
YKL173W	XI	122517	125543	+	3027	629	1058	809	1251	723	825	878	1053	861	1154	1060	2052	1458	530	907	1068	1287	776
YKL061W	XI	325771	326112	+	342	6500	3579	2151	1884	8908	3118	2341	1876	3211	2124	3407	4071	3163	5740	1701	1911	3462	1481
YKL139W	XI	182958	184544	+	1587	955	1381	973	1091	1365	1110	999	1153	1182	992	1342	1891	1486	923	902	1054	1257	893
YKL180W	XI;XI	109269;109884	109577;110129	+;+	555	9475	20700	16587	26622	7705	17923	22213	22460	15891	36771	22121	58290	34105	7826	26182	26494	38073	23741
YKL004W	XI	435580	436785	+	1206	1304	2574	2399	3009	1220	2524	2891	2764	2826	2825	1993	5182	4496	1140	2431	3062	3443	2560
YKL143W	XI	176781	178172	+	1392	381	430	446	700	261	659	849	532	749	1389	249	1613	1911	177	482	877	638	592
YKL062W	XI	323228	325120	+	1893	2454	1659	577	1329	1961	1037	652	1267	789	1699	4074	2683	1257	1536	1255	923	3885	784
YKL172W	XI	125759	127042	+	1284	1313	1702	1601	2440	1594	2566	2657	1685	2526	2826	910	4019	5152	1260	1160	1938	2051	1618
YKR014C	XI	465367	466071	-	705	13265	9269	5823	7120	17406	8513	7999	7934	10097	8055	11924	17135	12815	11034	7217	7092	12320	5788
YKL149C	XI	167612	168829	-	1218	591	777	548	796	477	627	650	696	615	929	861	1676	1048	510	808	697	1132	568
YKR099W	XI	635851	638286	+	2436	360	504	402	1553	333	427	1151	903	602	999	551	1412	1087	238	580	976	1219	448
YKL110C	XI	228939	229880	-	942	632	1073	836	1565	733	1030	1134	1210	1251	1732	1559	2790	1767	766	1337	1293	1805	1237
YKL094W	XI	263349	264290	+	942	5102	5884	3722	4153	5802	4035	3253	3914	3395	4948	5785	11511	6064	4012	5415	3557	8355	3147
YKR094C	XI;XI	617996;618743	618374;618750	-;-	387	13156	25197	18846	30069	14986	26351	30516	26811	24376	37981	24337	65474	50762	15846	26983	31939	41194	28211
YKR058W	XI	552770	554620	+	1851	2579	2158	1329	1418	2287	1345	1390	2536	1960	4683	5571	7788	3601	2115	3597	2476	6131	2064
YKL183C-A	XI	98395	98607	-	213	4	4	2	1	0	1	2	2	0	2	3	2	0	0	6	4	5	0
YKR052C	XI	532550	533464	-	915	875	866	608	888	904	709	720	688	665	1815	1080	2832	1111	505	1366	780	1444	739
YKL157W	XI;XI	154991;155655	155271;158232	+;+	2859	4175	5282	3343	5573	3996	3293	3486	5762	3472	4919	7307	10520	5443	2405	4960	4462	7784	3380
YKL068W-A	XI	309206	309442	+	237	628	1093	770	1633	1228	1821	1348	1830	2343	1351	1096	5180	4926	3101	1105	2267	2463	1711
YKR062W	XI	559666	560652	+	987	1308	1646	890	1368	1285	1097	1023	1420	1047	1801	1893	3743	2138	851	1694	1368	2672	1137
YKL091C	XI	269718	270650	-	933	2875	3102	1523	2107	2739	1645	1143	2293	1718	2986	4532	6863	2939	1974	3401	1684	5165	1797
YKR073C	XI	578187	578507	-	321	22	35	25	35	24	12	28	32	27	69	44	54	40	14	22	31	22	28
YKR087C	XI	603195	604232	-	1038	985	1318	674	1392	979	799	991	1223	763	1591	1418	2818	1529	605	1317	1037	1814	842
YKL070W	XI	306211	306720	+	510	11	15	10	17	16	7	6	12	9	1	15	27	8	5	17	10	23	1
YKR038C	XI	511999	513159	-	1161	1193	1929	1723	2600	1367	1665	1970	1765	1660	2750	1819	5672	3223	855	2588	2231	3356	1826
YKR048C	XI	525387	526640	-	1254	2515	3903	2837	4510	1896	2814	3168	3644	2667	5822	4376	12180	6035	1400	5207	4105	7168	3384
YKL096W-A	XI	259253	259531	+	279	28303	59548	59464	59789	24009	57761	37582	42316	32073	59444	42655	144846	64765	16778	45410	34756	90132	45552
YKL014C	XI	411619	416913	-	5295	528	647	531	1202	556	896	977	970	1136	1201	572	2251	2257	550	748	915	777	801
YKR082W	XI	592825	596298	+	3474	657	952	765	1311	590	950	1061	1266	1178	1791	1066	2855	1750	473	1195	1168	1345	1137
YKR045C	XI	523418	523969	-	552	72	182	159	316	113	162	186	233	116	345	254	631	305	66	323	189	377	188
YKL018C-A	XI	403580	403879	-	300	536	969	779	962	398	652	652	846	502	984	1184	1892	1135	400	909	740	1655	821
YKL126W	XI	205707	207749	+	2043	5685	7046	4944	5595	5257	4673	4473	5765	4773	5564	6516	11119	6881	3291	5527	5498	8499	3798
YKR072C	XI	576435	578123	-	1689	670	1055	791	1753	732	863	1124	1223	863	2357	1189	3715	1950	619	1559	1126	1829	1236
YKR075W-A	XI	580212	580481	+	270	75	97	146	93	123	168	163	88	155	159	106	160	108	68	111	141	122	89
YKL074C	XI	294610	296193	-	1584	1315	1768	1457	1397	1375	1423	1014	1145	1052	1155	1094	1946	1477	773	974	901	1317	777
YKL087C	XI	277189	277863	-	675	891	1102	784	969	839	794	681	867	945	1422	1544	2904	1351	597	1313	869	1863	887
YKL018W	XI	404102	405091	+	990	445	687	500	763	450	576	527	664	545	1018	774	1836	928	292	957	646	1117	578
